"S","ID","Rank1","real","Rank2"
-6.344449,"PV-007269831917",2311,"not active",
-6.3443961,"PV-005078470692",2312,"not active",
-6.3443418,"PV-003949166691",2313,"not active",
-6.3443146,"PV-005597361964",2314,"not active",
-6.344234,"PV-009673991745",2315,"not active",
-6.3440437,"PV-005216244429",2317,"not active",
-6.3440399,"PV-002427888227",2318,"not active",
-6.3439164,"PV-009380640486",2320,"not active",
-6.3438959,"PV-004100763288",2321,"not active",
-6.3438478,"PV-006503907633",2322,"not active",
-6.3436623,"PV-009910767400",2323,"not active",
-6.3436379,"PV-007235023017",2324,"not active",
-6.3435917,"PV-005705917380",2325,"not active",481
-6.3435464,"PV-009742243676",2326,"not active",
-6.3435025,"PV-004463697007",2327,"not active",
-6.3434567,"PV-009833731886",2328,"not active",
-6.3434463,"PV-009574860141",2329,"not active",
-6.3434119,"PV-004987382087",2330,"not active",
-6.3433037,"PV-005872877714",2331,"not active",
-6.3432965,"PV-007953424931",2332,"not active",
-6.3431234,"PV-007730239664",2333,"not active",
-6.3431029,"PV-005246564327",2334,"not active",
-6.3430419,"PV-009207273256",2335,"not active",
-6.3429308,"PV-003600523679",2336,"not active",
-6.3427224,"PV-005840299080",2337,"not active",
-6.3424959,"PV-010051359566",2338,"not active",
-6.3424597,"PV-005718511862",2339,"not active",
-6.3424125,"PV-005444819077",2340,"not active",
-6.3422251,"PV-005525521862",2341,"not active",
-6.3421702,"PV-010096470086",2342,"not active",
-6.3421545,"PV-004173290349",2343,"not active",
-6.3421412,"PV-008914595980",2344,"not active",
-6.3420277,"PV-006933861413",2345,"not active",1164
-6.341836,"PV-001710745541",2346,"not active",1063
-6.3416567,"PV-003552756490",2347,"not active",
-6.3415971,"PV-006337513370",2348,"not active",
-6.3415675,"PV-007195405299",2349,"not active",
-6.3413024,"PV-009401980728",2351,"not active",
-6.3412533,"PV-003117073345",2352,"not active",
-6.3412232,"PV-004543040975",2353,"not active",
-6.3410568,"PV-005004067156",2354,"not active",
-6.3409314,"PV-004170024305",2355,"not active",
-6.3407931,"PV-009782420399",2356,"not active",
-6.3405881,"PV-006272530740",2357,"not active",
-6.3404255,"PV-004302393049",2359,"not active",1418
-6.340374,"PV-002743030445",2361,"not active",337
-6.3401423,"PV-006055593555",2362,"not active",
-6.3400993,"PV-003259997073",2363,"not active",
-6.340034,"PV-002198147812",2364,"not active",302
-6.3397427,"PV-005534623127",2365,"not active",
-6.3395815,"PV-009916587311",2366,"not active",
-6.3395467,"PV-004321959821",2367,"not active",
-6.3394613,"PV-002647735931",2368,"not active",
-6.3391657,"PV-006369272825",2369,"not active",1477
-6.339045,"PV-000590391450",2370,"not active",1283
-6.338737,"PV-008662878453",2371,"not active",
-6.3386831,"PV-006362175423",2372,"not active",
-6.3380942,"PV-008639793138",2375,"not active",
-6.3379941,"PV-001658374505",2376,"not active",
-6.3378186,"PV-009305179892",2377,"not active",
-6.3377023,"PV-009238835901",2378,"not active",
-6.337605,"PV-007248793727",2379,"not active",
-6.3375077,"PV-010078893606",2381,"not active",
-6.3375025,"PV-000462869546",2382,"not active",
-6.3374262,"PV-009404517915",2383,"not active",296
-6.337419,"PV-004485771300",2384,"not active",
-6.3374124,"PV-004775808962",2385,"not active",
-6.3373637,"PV-009396780911",2386,"not active",
-6.3373499,"PV-007673944015",2387,"not active",
-6.3373408,"PV-009526365667",2389,"not active",
-6.3368654,"PV-009074579819",2390,"not active",1774
-6.3367481,"PV-009013359746",2391,"not active",
-6.3367057,"PV-007706268976",2393,"not active",
-6.3366637,"PV-004663178564",2394,"not active",700
-6.3365636,"PV-008664554608",2395,"not active",
-6.3365436,"PV-007714789821",2396,"not active",
-6.3365088,"PV-005887724313",2397,"not active",
-6.3365035,"PV-007261612691",2398,"not active",
-6.3364539,"PV-004551889397",2399,"not active",
-6.336411,"PV-004678770005",2400,"not active",
-6.336297,"PV-010091516939",2401,"not active",
-6.336174,"PV-003799286770",2402,"not active",
-6.335969,"PV-003304540522",2403,"not active",
-6.3359389,"PV-008262994211",2404,"not active",
-6.3359146,"PV-009557509441",2405,"not active",
-6.3359075,"PV-010001055482",2406,"not active",
-6.3355327,"PV-005188816100",2407,"not active",1667
-6.3353906,"PV-008503464654",2408,"not active",
-6.3351359,"PV-010073564432",2409,"not active",
-6.3350368,"PV-006965648932",2410,"not active",
-6.3350334,"PV-007847541706",2411,"not active",
-6.3349466,"PV-001684025792",2412,"not active",
-6.3348417,"PV-000267232273",2413,"not active",
-6.3348255,"PV-003422224937",2414,"not active",
-6.3347726,"PV-004543913879",2415,"not active",
-6.3345881,"PV-008230093998",2416,"not active",
-6.3345647,"PV-004514485593",2417,"not active",
-6.3345633,"PV-007329410266",2418,"not active",
-6.3344092,"PV-008597228414",2419,"not active",
-6.3343797,"PV-008935424537",2420,"not active",
-6.3343744,"PV-009979858470",2421,"not active",
-6.3343587,"PV-006383217645",2422,"not active",
-6.3343425,"PV-000551403927",2423,"not active",
-6.3341393,"PV-009873607614",2425,"not active",
-6.334106,"PV-003329037742",2426,"not active",
-6.3340402,"PV-004682571444",2427,"not active",
-6.3340225,"PV-006219947376",2428,"not active",
-6.3339343,"PV-006793056443",2429,"not active",
-6.3339248,"PV-000530445153",2430,"not active",
-6.3339081,"PV-006130459120",2431,"not active",419
-6.3338208,"PV-006379780094",2432,"not active",
-6.3336864,"PV-006860008960",2434,"not active",
-6.333684,"PV-001402295425",2435,"not active",
-6.3336716,"PV-009417091289",2436,"not active",
-6.3335762,"PV-010003157098",2437,"not active",1758
-6.3334551,"PV-004447598929",2438,"not active",527
-6.3333549,"PV-008368779079",2439,"not active",
-6.3329492,"PV-007484725183",2441,"not active",
-6.3327231,"PV-004148555746",2442,"not active",
-6.3324838,"PV-006775783661",2444,"not active",
-6.3322945,"PV-008439557209",2445,"not active",738
-6.3322024,"PV-009199823006",2446,"not active",
-6.3321972,"PV-005912353700",2447,"not active",
-6.3320894,"PV-004955582107",2448,"not active",
-6.331912,"PV-003293689575",2449,"not active",
-6.3316841,"PV-004123698391",2450,"not active",659
