"S","ID","Rank1","real","Rank2"
-6.3044395,"PV-003355319323",2751,"not active",
-6.3044033,"PV-009686428281",2752,"not active",1902
-6.3043895,"PV-008005973576",2753,"not active",
-6.3041964,"PV-006183217703",2754,"not active",
-6.3041668,"PV-000577774988",2755,"not active",
-6.3040395,"PV-006113039562",2756,"not active",
-6.3039813,"PV-004559658132",2757,"not active",
-6.3037577,"PV-009733596346",2758,"not active",
-6.3036518,"PV-002926222836",2759,"not active",
-6.3035769,"PV-009471779456",2760,"not active",
-6.3035331,"PV-004646894994",2761,"not active",
-6.3035192,"PV-008162589879",2762,"not active",
-6.3033767,"PV-003863245908",2763,"not active",
-6.3031964,"PV-008529773197",2764,"not active",
-6.3030505,"PV-005927142834",2765,"not active",
-6.3027906,"PV-004892364526",2766,"not active",
-6.302753,"PV-009314064159",2767,"not active",
-6.302712,"PV-006216638690",2769,"not active",
-6.3027053,"PV-006028441850",2770,"not active",
-6.3025908,"PV-004087761881",2771,"not active",
-6.3023238,"PV-000233353551",2772,"not active",
-6.3021498,"PV-006603951754",2773,"not active",447
-6.3020406,"PV-006302631323",2774,"not active",
-6.3019009,"PV-004413874215",2775,"not active",
-6.3018165,"PV-007477255575",2776,"not active",1694
-6.3017998,"PV-006251835248",2777,"not active",
-6.3015766,"PV-008188920675",2778,"not active",
-6.3013039,"PV-006340650707",2781,"not active",
-6.3013005,"PV-008301198636",2782,"not active",
-6.3012571,"PV-002420902122",2783,"not active",
-6.3012223,"PV-002933928364",2784,"not active",939
-6.3011956,"PV-009765100266",2785,"not active",
-6.3011403,"PV-002806369321",2786,"not active",
-6.3011212,"PV-009283586598",2787,"not active",386
-6.3011193,"PV-008340711486",2788,"not active",
-6.3010435,"PV-005260033260",2790,"not active",
-6.3009958,"PV-004926930649",2791,"not active",
-6.3009772,"PV-005315281462",2792,"not active",
-6.3005724,"PV-000263943931",2793,"not active",
-6.3005571,"PV-009226714768",2794,"not active",390
-6.3004127,"PV-008632683201",2795,"not active",
-6.3003912,"PV-005621185088",2796,"not active",130
-6.3003707,"PV-007563131935",2797,"not active",
-6.3003373,"PV-008946093371",2798,"not active",
-6.3002582,"PV-003147616735",2799,"not active",
-6.3002157,"PV-009756762101",2800,"not active",1131
-6.3001504,"PV-003609679985",2802,"not active",
-6.3001261,"PV-006402343293",2803,"not active",
-6.3000975,"PV-009111006422",2804,"not active",
-6.3000588,"PV-007145707532",2805,"not active",
-6.2999883,"PV-006629555985",2806,"not active",
-6.2999463,"PV-004192760459",2807,"not active",
-6.2999382,"PV-005367834779",2808,"not active",
-6.2997546,"PV-010047994619",2809,"not active",
-6.299262,"PV-008896218188",2810,"not active",
-6.2992287,"PV-004451422782",2811,"not active",
-6.2992187,"PV-006871838383",2812,"not active",
-6.2991199,"PV-009851041286",2813,"not active",1577
-6.2991033,"PV-009423764050",2814,"not active",
-6.2990227,"PV-006545919108",2815,"not active",1481
-6.2988887,"PV-009799304783",2816,"not active",
-6.2988515,"PV-009487418793",2818,"not active",
-6.2987256,"PV-005985707910",2819,"not active",
-6.2985148,"PV-007823582970",2820,"not active",
-6.2984471,"PV-005131533331",2822,"not active",
-6.2983942,"PV-006299762787",2823,"not active",
-6.2982459,"PV-004666153222",2824,"not active",
-6.2978649,"PV-009626077567",2825,"not active",
-6.2977433,"PV-007608536066",2827,"not active",
-6.2974381,"PV-003937719622",2828,"not active",
-6.2972803,"PV-009154159390",2830,"not active",
-6.2972789,"PV-009932633706",2831,"not active",828
-6.2972174,"PV-009477859848",2832,"not active",
-6.2970996,"PV-004382498767",2833,"not active",
-6.2970977,"PV-008671554219",2834,"not active",
-6.2970557,"PV-004684265399",2835,"not active",
-6.2970066,"PV-010087860421",2836,"not active",
-6.296998,"PV-009018999508",2837,"not active",
-6.2969913,"PV-005446994962",2838,"not active",
-6.2968788,"PV-009113146210",2839,"not active",
-6.2967606,"PV-007499644516",2840,"not active",
-6.2967262,"PV-005206130247",2841,"not active",408
-6.2967257,"PV-010001453821",2842,"not active",
-6.2965188,"PV-009209490106",2844,"not active",543
-6.2963529,"PV-004554426674",2845,"not active",
-6.2962804,"PV-008944710557",2846,"not active",
-6.296257,"PV-008247505120",2847,"not active",
-6.2962317,"PV-010058608884",2848,"not active",
-6.2960911,"PV-001407880903",2849,"not active",
-6.2959509,"PV-005832718040",2850,"not active",
-6.2959466,"PV-010041974353",2851,"not active",
-6.2958422,"PV-005233299801",2852,"not active",
-6.2956524,"PV-009191569255",2853,"not active",
-6.2955513,"PV-008854726448",2854,"not active",
-6.2954035,"PV-007841437180",2855,"not active",
-6.2953377,"PV-009296483797",2856,"not active",
-6.2953339,"PV-006241205544",2857,"not active",1152
-6.29529,"PV-009976255243",2858,"not active",
-6.2952046,"PV-004920954839",2859,"not active",
-6.295156,"PV-007786476557",2860,"not active",
-6.2950354,"PV-007000968064",2861,"not active",
-6.2949796,"PV-007574898735",2862,"not active",
-6.2949295,"PV-007793808165",2863,"not active",
-6.2947683,"PV-004063827403",2865,"not active",
-6.2947268,"PV-008177217781",2866,"not active",58
-6.2945004,"PV-005932670366",2867,"not active",
-6.2942972,"PV-008986103531",2869,"not active",
-6.2942791,"PV-004742425039",2870,"not active",
-6.294189,"PV-010050128682",2871,"not active",
-6.2941208,"PV-007665694560",2872,"not active",1048
-6.294076,"PV-003866419775",2873,"not active",117
-6.2940493,"PV-009048387646",2874,"not active",
-6.2939901,"PV-006171448737",2875,"not active",
-6.2939806,"PV-009945285464",2876,"not active",
-6.2939382,"PV-006782750914",2877,"not active",
-6.2937074,"PV-008716837672",2878,"not active",421
-6.2934961,"PV-008443683426",2879,"not active",
-6.2933769,"PV-008015805642",2880,"not active",
-6.2933216,"PV-004140163928",2881,"not active",
-6.2932515,"PV-004221185602",2882,"not active",
-6.2932072,"PV-009612784636",2883,"not active",
-6.2930293,"PV-007315009964",2884,"not active",
-6.2929792,"PV-005211883498",2885,"not active",183
-6.2929769,"PV-007983239523",2886,"not active",860
-6.292881,"PV-007626679744",2888,"not active",
-6.292881,"PV-009124332596",2889,"not active",
-6.2925849,"PV-009407539404",2891,"not active",
-6.2924628,"PV-010026262914",2892,"not active",
-6.2923927,"PV-009406860149",2893,"not active",
-6.2923183,"PV-008044188454",2894,"not active",
-6.2921438,"PV-009341894191",2895,"not active",
-6.2921333,"PV-007572626530",2896,"not active",
-6.2920866,"PV-009414481710",2897,"not active",
-6.2920656,"PV-006082931948",2898,"not active",
-6.2920065,"PV-007172387839",2900,"not active",
-6.2918916,"PV-007671890968",2901,"not active",
-6.2918544,"PV-005992126172",2902,"not active",
-6.2916508,"PV-005141528035",2905,"not active",
-6.2915072,"PV-009073264090",2906,"not active",
-6.2913175,"PV-009332471465",2907,"not active",
-6.2912202,"PV-009143324895",2908,"not active",
-6.2911758,"PV-007292829003",2909,"not active",
-6.2910776,"PV-001643433973",2910,"not active",
-6.2909307,"PV-005270593556",2912,"not active",
-6.2909026,"PV-006270689680",2913,"not active",
-6.2906232,"PV-005216930741",2915,"not active",
-6.2904515,"PV-007035173706",2916,"not active",
-6.2904325,"PV-001387699175",2917,"not active",
-6.2901192,"PV-009181200379",2918,"not active",
-6.2900238,"PV-004908015684",2919,"not active",
-6.2898746,"PV-009327537338",2920,"not active",
-6.289609,"PV-008984801314",2921,"not active",
-6.2895441,"PV-005503684382",2922,"not active",
-6.2895198,"PV-008042114866",2923,"not active",
-6.2894611,"PV-005318202008",2925,"not active",448
-6.2892728,"PV-005541294979",2926,"not active",
-6.2889667,"PV-006079614543",2928,"not active",
-6.2887592,"PV-005706472385",2930,"not active",1828
-6.2886972,"PV-004818835303",2931,"not active",
-6.2886572,"PV-005262930334",2932,"not active",
-6.2885804,"PV-004295549643",2933,"not active",
-6.2885041,"PV-005161069797",2936,"not active",
-6.2884831,"PV-005425490381",2937,"not active",
-6.2883034,"PV-009151433177",2938,"not active",
-6.2882786,"PV-004902658284",2939,"not active",
-6.2880177,"PV-000488165680",2940,"not active",
-6.2878175,"PV-008288721678",2941,"not active",
-6.2877812,"PV-009307905985",2942,"not active",
-6.2877059,"PV-009448829890",2943,"not active",
-6.2875767,"PV-006983425955",2944,"not active",
-6.2875166,"PV-000548631635",2945,"not active",
-6.2875109,"PV-009054304175",2946,"not active",
-6.2874913,"PV-004188717346",2947,"not active",
-6.2873106,"PV-006599682941",2948,"not active",
-6.2870069,"PV-007312463829",2949,"not active",
-6.2869883,"PV-009301581280",2950,"not active",
-6.2868681,"PV-007690154103",2951,"not active",1472
-6.2867398,"PV-007066781734",2952,"not active",
-6.2864985,"PV-004714066322",2953,"not active",
-6.2864671,"PV-009499483345",2954,"not active",
-6.2864289,"PV-008969722490",2955,"not active",
-6.2863641,"PV-009128118578",2956,"not active",
-6.2863173,"PV-008443839805",2957,"not active",
-6.2862697,"PV-004748259175",2958,"not active",
-6.2861328,"PV-002814336891",2959,"not active",
-6.2861228,"PV-007676263417",2960,"not active",
-6.2861056,"PV-009830862432",2961,"not active",
-6.2860384,"PV-009395590314",2962,"not active",
-6.2859554,"PV-000545947517",2964,"not active",
-6.2859335,"PV-007239253149",2965,"not active",1011
-6.2858829,"PV-000406289784",2966,"not active",
-6.2858095,"PV-006801164880",2967,"not active",
-6.2856975,"PV-006147504448",2968,"not active",
-6.2854838,"PV-006505802617",2969,"not active",449
-6.2854257,"PV-008983299509",2971,"not active",
-6.2853847,"PV-004406028725",2972,"not active",
-6.2853098,"PV-009733003757",2973,"not active",
-6.2852831,"PV-010021775913",2974,"not active",1306
-6.2852082,"PV-001751326230",2975,"not active",
-6.2851934,"PV-006175799204",2976,"not active",
-6.2850976,"PV-008274074709",2977,"not active",
-6.2849894,"PV-008790044991",2978,"not active",486
-6.2848721,"PV-001771277432",2979,"not active",
-6.2847872,"PV-002819398973",2980,"not active",
-6.2846131,"PV-000503947140",2982,"not active",
-6.2845697,"PV-009330976793",2983,"not active",
-6.2845192,"PV-007391855216",2984,"not active",
-6.2844934,"PV-003045361631",2985,"not active",
-6.2841907,"PV-001417290071",2987,"not active",
-6.2841439,"PV-009612043529",2989,"not active",
-6.2839618,"PV-006496347334",2990,"not active",
-6.2837663,"PV-006686566142",2991,"not active",661
-6.283546,"PV-008833256204",2993,"not active",
-6.2835045,"PV-008933469719",2994,"not active",
-6.2834673,"PV-004308599794",2996,"not active",
-6.2833576,"PV-005876787965",2997,"not active",297
-6.2832699,"PV-006133198906",2998,"not active",
-6.2830791,"PV-004827074619",2999,"not active",
-6.2828479,"PV-009944761526",3000,"not active",
-6.2828202,"PV-006580284293",3001,"not active",1989
-6.2827988,"PV-009592413684",3002,"not active",1691
-6.2827573,"PV-007059670195",3003,"not active",
-6.2826405,"PV-004777384769",3004,"not active",
-6.2825804,"PV-010101026485",3005,"not active",
-6.2825422,"PV-008478780088",3006,"not active",
-6.2825308,"PV-009256578735",3007,"not active",
-6.2823472,"PV-006091803355",3009,"not active",
-6.282187,"PV-003426132800",3011,"not active",
-6.2821383,"PV-006391645719",3012,"not active",
-6.2819209,"PV-010080545800",3013,"not active",
-6.2819204,"PV-009005145362",3014,"not active",
-6.2817106,"PV-006228261241",3015,"not active",
-6.2815661,"PV-004900260917",3016,"not active",1893
-6.2813239,"PV-005945743948",3017,"not active",
-6.2811861,"PV-010046187243",3018,"not active",
-6.281075,"PV-009950856436",3019,"not active",
-6.2809958,"PV-008835766921",3020,"not active",
-6.2807803,"PV-008485930738",3021,"not active",1766
-6.2807574,"PV-009052444740",3022,"not active",
-6.2805672,"PV-009516098037",3023,"not active",
-6.2805195,"PV-009739576527",3024,"not active",1553
-6.2803564,"PV-008966999351",3025,"not active",
-6.2802873,"PV-005479969171",3026,"not active",
-6.2801757,"PV-006597889064",3028,"not active",
-6.2801356,"PV-009086381308",3029,"not active",
-6.2800207,"PV-009390910971",3030,"not active",
-6.2800121,"PV-006884036355",3031,"not active",
-6.2799821,"PV-003084466064",3032,"not active",170
-6.2797828,"PV-004974310277",3034,"not active",93
-6.2796087,"PV-006830934810",3035,"not active",
-6.2795353,"PV-009639865004",3036,"not active",1568
-6.2795167,"PV-006968400917",3037,"not active",
-6.2793369,"PV-009030647091",3038,"not active",
-6.2791839,"PV-007836224621",3039,"not active",
-6.2787952,"PV-009535607966",3041,"not active",
-6.2785106,"PV-006318691192",3042,"not active",
-6.2778411,"PV-004988804966",3043,"not active",
-6.2776833,"PV-009135022904",3044,"not active",
-6.2776003,"PV-009538127682",3045,"not active",409
-6.2775154,"PV-004547397888",3046,"not active",
-6.2774758,"PV-008801204903",3047,"not active",
-6.2772636,"PV-009493276953",3048,"not active",
-6.2766829,"PV-004511374952",3051,"not active",
-6.2766504,"PV-009318161216",3053,"not active",967
-6.2762671,"PV-009474367889",3054,"not active",465
-6.2761626,"PV-005968039421",3055,"not active",
-6.2761097,"PV-008012397387",3056,"not active",
-6.2760086,"PV-009304032916",3057,"not active",
-6.2759695,"PV-009952806704",3058,"not active",
-6.2759295,"PV-009536597790",3059,"not active",
-6.2759213,"PV-005868652993",3060,"not active",
-6.2758598,"PV-006186497516",3062,"not active",
-6.275805,"PV-007470365987",3063,"not active",
-6.2756548,"PV-008956241882",3064,"not active",
-6.275651,"PV-007015590779",3065,"not active",
-6.2756066,"PV-009453106135",3066,"not active",
-6.275569,"PV-009923111349",3067,"not active",
-6.2755547,"PV-004787021911",3068,"not active",
-6.2755132,"PV-005266452792",3069,"not active",
-6.2753391,"PV-006852690507",3070,"not active",
-6.2752004,"PV-003733675733",3071,"not active",
-6.2751074,"PV-007785848748",3072,"not active",334
-6.275094,"PV-009063142636",3073,"not active",
-6.2749519,"PV-001550051137",3074,"not active",
-6.2749119,"PV-000474810517",3075,"not active",
-6.2749004,"PV-005303178549",3076,"not active",374
-6.2748661,"PV-004064302114",3077,"not active",
-6.2747011,"PV-003547518504",3078,"not active",815
-6.2745132,"PV-007220495712",3079,"not active",
-6.2743363,"PV-007565386194",3081,"not active",
-6.2742267,"PV-005510324283",3082,"not active",
-6.2740369,"PV-009771750941",3083,"not active",1773
-6.2739539,"PV-005845474478",3084,"not active",
-6.273901,"PV-000533532184",3085,"not active",
-6.2738829,"PV-009895425613",3086,"not active",
-6.2737622,"PV-004105023727",3087,"not active",
-6.2734952,"PV-002766779549",3089,"not active",1586
-6.2734437,"PV-008075179271",3090,"not active",
-6.2733254,"PV-009981794789",3091,"not active",
-6.2732196,"PV-004119034800",3093,"not active",
-6.2730637,"PV-003088096368",3095,"not active",
-6.2726588,"PV-007828300655",3097,"not active",
-6.2725668,"PV-009188715363",3098,"not active",
-6.2725635,"PV-008141974724",3099,"not active",
-6.272563,"PV-005943288754",3100,"not active",
-6.2725134,"PV-002472171923",3101,"not active",
-6.2721438,"PV-009440308285",3103,"not active",
-6.2719808,"PV-007686217984",3104,"not active",
-6.2719593,"PV-003492797726",3105,"not active",
-6.2718959,"PV-009461974780",3106,"not active",
-6.2718949,"PV-003338753587",3107,"not active",
-6.2718787,"PV-008170681682",3108,"not active",
-6.2715082,"PV-004101590711",3112,"not active",
-6.2713885,"PV-008576785462",3113,"not active",
-6.2713456,"PV-009924304999",3114,"not active",
-6.2713261,"PV-005603976846",3115,"not active",
-6.2712955,"PV-006558042704",3116,"not active",
-6.2712026,"PV-005119528898",3117,"not active",
-6.2709289,"PV-004663797693",3119,"not active",
-6.2709174,"PV-009338535040",3120,"not active",1983
-6.2708664,"PV-005099853121",3121,"not active",
-6.2707543,"PV-008036691300",3123,"not active",
-6.2707505,"PV-006059041872",3124,"not active",
-6.27073,"PV-004265452518",3125,"not active",
-6.2706966,"PV-005759770464",3126,"not active",
-6.270494,"PV-009912815658",3127,"not active",
-6.270483,"PV-006230572596",3128,"not active",
-6.2704468,"PV-009915457287",3130,"not active",
-6.2704067,"PV-005886785180",3131,"not active",
-6.270339,"PV-004949836087",3132,"not active",260
-6.2702894,"PV-008410075020",3133,"not active",
-6.2702889,"PV-000388954690",3134,"not active",
-6.2701883,"PV-010102034344",3135,"not active",
-6.270155,"PV-005141214711",3136,"not active",203
-6.269999,"PV-006504340777",3137,"not active",
-6.269918,"PV-009888216174",3138,"not active",
-6.2698727,"PV-004630447040",3139,"not active",
-6.2697601,"PV-009264983385",3140,"not active",
-6.2697167,"PV-001332067150",3141,"not active",1166
-6.2696872,"PV-006500458752",3142,"not active",
-6.2696309,"PV-003759568486",3144,"not active",
-6.2694883,"PV-010014784514",3146,"not active",
-6.2694407,"PV-004677963060",3147,"not active",
-6.2694311,"PV-007623386646",3148,"not active",
-6.2690921,"PV-007809400672",3149,"not active",
-6.2690482,"PV-008903583898",3150,"not active",2029
-6.2689314,"PV-006593704031",3151,"not active",
-6.2688298,"PV-006104825727",3152,"not active",
-6.2687902,"PV-009186248677",3153,"not active",
-6.2687836,"PV-009133156290",3154,"not active",
-6.2686868,"PV-008365662777",3155,"not active",
-6.2686625,"PV-007476004757",3156,"not active",
-6.2685537,"PV-009044284305",3157,"not active",
-6.2683077,"PV-006332113095",3160,"not active",
-6.2682638,"PV-004419717089",3161,"not active",406
-6.2682271,"PV-003997731787",3162,"not active",
-6.2680683,"PV-007518127428",3163,"not active",
-6.268012,"PV-008310201555",3164,"not active",
-6.2679811,"PV-008954893750",3165,"not active",
-6.2679052,"PV-004181167108",3167,"not active",
-6.2678561,"PV-009274970505",3168,"not active",
-6.2678108,"PV-005439517535",3169,"not active",
-6.267797,"PV-008572851520",3170,"not active",
-6.2676077,"PV-005618383749",3172,"not active",
-6.2675486,"PV-007884950728",3173,"not active",
-6.2674975,"PV-009089429976",3174,"not active",
-6.2674193,"PV-007075074569",3175,"not active",
-6.2674136,"PV-006314297118",3176,"not active",
-6.2673626,"PV-008505523577",3177,"not active",
-6.2673106,"PV-004374394174",3178,"not active",1889
-6.2672844,"PV-006760074870",3179,"not active",
-6.2672267,"PV-002739270384",3180,"not active",
-6.2671595,"PV-005285691010",3181,"not active",
-6.2671571,"PV-009331770642",3182,"not active",
-6.2670918,"PV-004876472479",3183,"not active",
-6.2665815,"PV-002687222341",3186,"not active",
-6.2665606,"PV-003270536067",3187,"not active",
-6.2665401,"PV-007975748816",3188,"not active",
-6.2662444,"PV-004969826295",3191,"not active",
-6.2661586,"PV-007720008449",3192,"not active",
-6.2661009,"PV-006070283330",3193,"not active",
-6.2660937,"PV-005635723626",3194,"not active",
-6.2660847,"PV-009782678284",3195,"not active",
-6.2659264,"PV-005748963969",3196,"not active",
-6.2658715,"PV-008089716621",3197,"not active",
-6.2655983,"PV-003903304496",3199,"not active",
-6.2655692,"PV-006595732661",3200,"not active",1841
-6.2653656,"PV-009453912662",3202,"not active",
-6.2653584,"PV-004119296655",3203,"not active",
-6.2653413,"PV-004278184030",3204,"not active",
-6.2652235,"PV-008958240592",3205,"not active",
-6.2652073,"PV-010071089599",3206,"not active",
-6.2651796,"PV-009218138452",3207,"not active",
-6.2651792,"PV-009130491996",3208,"not active",
-6.2651415,"PV-008931564385",3209,"not active",
-6.2650666,"PV-009403654928",3210,"not active",
-6.2649322,"PV-004282531236",3211,"not active",
-6.264895,"PV-005911323030",3212,"not active",
-6.2647243,"PV-005976787036",3213,"not active",
-6.2645783,"PV-007711671223",3214,"not active",
-6.2645783,"PV-004784370884",3215,"not active",
-6.2644968,"PV-008070758462",3216,"not active",
-6.2642975,"PV-001545077944",3218,"not active",
-6.2642961,"PV-008702628974",3219,"not active",
-6.2640944,"PV-009618828159",3220,"not active",
-6.2640495,"PV-004413144630",3222,"not active",1326
-6.2640448,"PV-004080629014",3223,"not active",
-6.2640357,"PV-009009012232",3224,"not active",
-6.2639308,"PV-009950024107",3225,"not active",
-6.2638445,"PV-004633962271",3226,"not active",
-6.2638321,"PV-006600579065",3227,"not active",
-6.2637634,"PV-006739293979",3228,"not active",
-6.2637382,"PV-008300886007",3229,"not active",
-6.2637072,"PV-009281232130",3230,"not active",1695
-6.2635403,"PV-005758792020",3232,"not active",
-6.2635374,"PV-004369602645",3233,"not active",
-6.2634048,"PV-000451364309",3234,"not active",
-6.2632999,"PV-000522701701",3235,"not active",
-6.2630806,"PV-005544060821",3237,"not active",1261
-6.2630014,"PV-005981089583",3238,"not active",
-6.2629447,"PV-004850009642",3240,"not active",
-6.2629414,"PV-006632069932",3241,"not active",
-6.2629299,"PV-007849402791",3242,"not active",
-6.2628636,"PV-004942800351",3243,"not active",1496
-6.2627587,"PV-006104004060",3245,"not active",
-6.2626281,"PV-004615564626",3246,"not active",
-6.2626209,"PV-006854924020",3247,"not active",
-6.2625751,"PV-009151300659",3248,"not active",
-6.2625418,"PV-004542799619",3249,"not active",
-6.2624106,"PV-007348672078",3250,"not active",
-6.26228,"PV-004893012661",3252,"not active",
-6.2622504,"PV-009037503074",3253,"not active",
-6.2622132,"PV-004072355394",3254,"not active",
-6.2621126,"PV-007372236660",3255,"not active",440
-6.2620268,"PV-001369354355",3256,"not active",
-6.2619891,"PV-008769575874",3257,"not active",
-6.2619667,"PV-003448455653",3258,"not active",502
-6.2618604,"PV-009440608779",3259,"not active",
-6.2616262,"PV-006097416656",3260,"not active",
-6.2615776,"PV-005755523242",3262,"not active",
-6.2614551,"PV-008549456286",3263,"not active",1618
-6.2613511,"PV-009966041423",3264,"not active",
-6.2611833,"PV-008403035520",3265,"not active",
-6.2611561,"PV-006409383167",3266,"not active",
-6.2610488,"PV-004205485191",3267,"not active",
-6.2610278,"PV-008988016529",3268,"not active",222
-6.2609744,"PV-004440421127",3269,"not active",
-6.26086,"PV-009118688377",3270,"not active",1103
-6.2607827,"PV-006679768697",3271,"not active",
-6.2607441,"PV-004688219200",3272,"not active",
-6.2607198,"PV-005235479085",3273,"not active",
-6.2607169,"PV-008736785284",3274,"not active",
-6.2606654,"PV-010043840672",3275,"not active",
-6.2605414,"PV-000420857134",3276,"not active",
-6.2605052,"PV-009218776228",3277,"not active",
-6.2600331,"PV-009988139533",3278,"not active",
-6.2598996,"PV-008664859591",3281,"not active",
-6.2598376,"PV-004030643318",3282,"not active",
-6.259583,"PV-005719899099",3283,"not active",
-6.2593875,"PV-009637419621",3285,"not active",
-6.2593079,"PV-007838659768",3286,"not active",
-6.2590327,"PV-007826905715",3288,"not active",
-6.2589478,"PV-000585862472",3289,"not active",
-6.2588749,"PV-002676372589",3290,"not active",107
-6.2587743,"PV-004175184067",3292,"not active",
-6.2586865,"PV-009852327018",3293,"not active",137
-6.2586079,"PV-010048518982",3294,"not active",
-6.2584929,"PV-006051294181",3295,"not active",
-6.2584214,"PV-009092465138",3296,"not active",
-6.2583628,"PV-004754843625",3297,"not active",
-6.2582889,"PV-005653647028",3298,"not active",
-6.2582335,"PV-009772838631",3299,"not active",
-6.258069,"PV-004290885274",3300,"not active",
-6.2579575,"PV-009442431120",3301,"not active",
-6.2578692,"PV-005824461602",3302,"not active",
-6.2577,"PV-009468910059",3304,"not active",
-6.2576814,"PV-006473846920",3305,"not active",
-6.2575994,"PV-005453242768",3306,"not active",
-6.2574916,"PV-004647391166",3307,"not active",
-6.2574229,"PV-003807432013",3308,"not active",
-6.2570171,"PV-006639143320",3311,"not active",
-6.2566872,"PV-010077766999",3312,"not active",
-6.256659,"PV-007131394561",3313,"not active",1399
-6.2566576,"PV-006685274886",3314,"not active",
-6.2565036,"PV-005533757570",3315,"not active",1860
-6.2563629,"PV-009596586534",3316,"not active",
-6.2562537,"PV-007864895189",3317,"not active",
-6.2561221,"PV-009392722810",3318,"not active",1376
-6.2557592,"PV-005925341420",3319,"not active",
-6.2556653,"PV-002930604862",3320,"not active",
-6.2555614,"PV-010045159501",3321,"not active",
-6.2551861,"PV-003506157890",3324,"not active",
-6.2549748,"PV-004909948134",3325,"not active",
-6.2549729,"PV-009206915994",3326,"not active",
-6.2549334,"PV-000592508831",3328,"not active",1090
-6.2547388,"PV-009425620877",3329,"not active",
-6.2546883,"PV-007111986068",3330,"not active",
-6.2546482,"PV-005717765283",3331,"not active",
-6.2546244,"PV-005790421774",3332,"not active",
-6.254456,"PV-005797759028",3334,"not active",
-6.2543273,"PV-008588865704",3336,"not active",1693
-6.2542887,"PV-003257967056",3337,"not active",547
-6.2541265,"PV-004535255495",3339,"not active",244
-6.2539921,"PV-006335588160",3340,"not active",
-6.2539506,"PV-010057404313",3341,"not active",
-6.2538476,"PV-005288542159",3342,"not active",
-6.25354,"PV-009690207484",3343,"not active",
-6.2533855,"PV-005861019752",3345,"not active",
-6.2530265,"PV-009705149897",3348,"not active",154
-6.2525477,"PV-008567985525",3349,"not active",
-6.2525115,"PV-000583350791",3350,"not active",
-6.2524943,"PV-007397296979",3351,"not active",
-6.2523236,"PV-008333801140",3352,"not active",
-6.2519031,"PV-002859477904",3354,"not active",724
-6.2517457,"PV-008832977472",3355,"not active",
-6.2516985,"PV-005129782867",3357,"not active",
-6.2516494,"PV-009560713098",3358,"not active",
-6.2516456,"PV-009993629246",3359,"not active",
-6.2513108,"PV-008475854597",3360,"not active",
-6.2512674,"PV-003567391648",3361,"not active",
-6.2512479,"PV-006577454480",3362,"not active",
-6.2512002,"PV-009854736322",3363,"not active",
