"ID","S","Rank","real"
"PV-005660141397",-6.0494728,6333,"not active"
"PV-009685747403",-6.049376,6334,"not active"
"PV-004370955833",-6.0493517,6335,"not active"
"PV-006173516066",-6.0493178,6336,"not active"
"PV-006126093525",-6.0493164,6337,"not active"
"PV-008699322376",-6.0492535,6338,"not active"
"PV-010096298599",-6.0492182,6339,"not active"
"PV-002823568865",-6.0492125,6340,"not active"
"PV-003999020445",-6.0491199,6341,"not active"
"PV-009616985129",-6.0490651,6342,"not active"
"PV-008221288274",-6.0490384,6343,"not active"
"PV-005035002752",-6.0488839,6344,"not active"
"PV-001734568968",-6.0488634,6345,"not active"
"PV-004134199346",-6.048861,6346,"not active"
"PV-004548010156",-6.048748,6347,"not active"
"PV-006335156025",-6.0487399,6348,"not active"
"PV-010006762977",-6.0487018,6349,"not active"
"PV-009374773788",-6.0486021,6352,"not active"
"PV-005812283727",-6.0484004,6353,"not active"
"PV-006510967519",-6.0483599,6354,"not active"
"PV-004904801196",-6.0482845,6355,"not active"
"PV-005428471952",-6.0482149,6356,"not active"
"PV-008099412488",-6.0481644,6357,"not active"
"PV-006645491621",-6.0481172,6358,"not active"
"PV-006087395436",-6.0480065,6359,"not active"
"PV-004128130928",-6.0479331,6360,"not active"
"PV-008449269141",-6.0477948,6363,"not active"
"PV-007391326774",-6.0477328,6364,"not active"
"PV-005286293186",-6.0477319,6365,"not active"
"PV-004475131078",-6.0474906,6366,"not active"
"PV-007888556053",-6.047441,6367,"not active"
"PV-002783569055",-6.0474091,6368,"not active"
"PV-006050444837",-6.0473666,6369,"not active"
"PV-007681994914",-6.0472903,6370,"not active"
"PV-003916771937",-6.0472789,6371,"not active"
"PV-003789753503",-6.0472202,6373,"not active"
"PV-004457782562",-6.0471926,6374,"not active"
"PV-005990015329",-6.0471902,6375,"not active"
"PV-007699543326",-6.0470624,6376,"not active"
"PV-003747470575",-6.0470505,6377,"not active"
"PV-003533581066",-6.0470104,6379,"not active"
"PV-003460405494",-6.046978,6380,"not active"
"PV-005236298294",-6.0469117,6381,"not active"
"PV-006458869644",-6.0467868,6382,"not active"
"PV-003204321955",-6.0467601,6384,"not active"
"PV-009595015640",-6.0466065,6385,"not active"
"PV-003929811250",-6.0466018,6386,"not active"
"PV-003744786199",-6.0465922,6387,"not active"
"PV-006812385190",-6.0465417,6388,"not active"
"PV-009493410159",-6.0465269,6389,"not active"
"PV-006707509398",-6.0465212,6390,"not active"
"PV-007185365968",-6.0465207,6391,"not active"
"PV-005484281765",-6.0464306,6392,"not active"
"PV-009473619340",-6.0464048,6393,"not active"
"PV-009173130280",-6.0463924,6394,"not active"
"PV-000274656634",-6.0463829,6395,"not active"
"PV-003523735486",-6.0462766,6396,"not active"
"PV-008005212511",-6.0462694,6397,"not active"
"PV-005870895561",-6.0461211,6399,"not active"
"PV-009589701756",-6.0460296,6401,"not active"
"PV-007834755617",-6.0460248,6402,"not active"
"PV-007261088948",-6.045948,6403,"not active"
"PV-009054591796",-6.0459085,6404,"not active"
"PV-007622546957",-6.0458446,6406,"not active"
"PV-000277319076",-6.0458236,6407,"not active"
"PV-008703357988",-6.0458136,6408,"not active"
"PV-004378211100",-6.0457988,6409,"not active"
"PV-009697781660",-6.0457516,6410,"not active"
"PV-005890876958",-6.0457253,6411,"not active"
"PV-005299905817",-6.0456929,6412,"not active"
"PV-007748573289",-6.0456724,6413,"not active"
"PV-007202383848",-6.04566,6414,"not active"
"PV-008164209974",-6.0456109,6416,"not active"
"PV-000557647340",-6.0455866,6417,"not active"
"PV-009621500671",-6.0454936,6418,"not active"
"PV-006560906626",-6.0454464,6419,"not active"
"PV-009463263230",-6.0453463,6421,"not active"
"PV-005330408992",-6.0451875,6422,"not active"
"PV-008751422046",-6.0450687,6423,"not active"
"PV-004833878043",-6.0450587,6425,"not active"
"PV-009581775127",-6.045054,6426,"not active"
"PV-004114990746",-6.0450125,6427,"not active"
"PV-005055902987",-6.0449572,6429,"not active"
"PV-007784318617",-6.0448842,6430,"not active"
"PV-009127609839",-6.0448804,6431,"not active"
"PV-007343192337",-6.0448322,6432,"not active"
"PV-009283470924",-6.0448146,6433,"not active"
"PV-005042695767",-6.0446067,6435,"not active"
"PV-003876178614",-6.0444627,6436,"not active"
"PV-006466844806",-6.0444617,6437,"not active"
"PV-000602765564",-6.0442567,6439,"not active"
"PV-009573411216",-6.0442009,6440,"not active"
"PV-009799433540",-6.0441933,6441,"not active"
"PV-000390831612",-6.0441356,6442,"not active"
"PV-006958734380",-6.0440869,6444,"not active"
"PV-009914489831",-6.0439811,6445,"not active"
"PV-009932549969",-6.0438972,6447,"not active"
"PV-009620805807",-6.0438228,6449,"not active"
"PV-007483014921",-6.0437732,6450,"not active"
"PV-009564937753",-6.043714,6451,"not active"
"PV-001281087713",-6.0435314,6452,"not active"
"PV-009140343214",-6.0434241,6453,"not active"
"PV-009719460894",-6.0432501,6456,"not active"
"PV-009277510635",-6.0431113,6457,"not active"
"PV-008131583710",-6.0429335,6458,"not active"
"PV-009551470170",-6.0428567,6459,"not active"
"PV-005873399968",-6.0426979,6460,"not active"
"PV-002696107400",-6.0426435,6461,"not active"
"PV-007416686195",-6.0426178,6462,"not active"
"PV-005283093436",-6.0425267,6463,"not active"
"PV-004275127987",-6.0424738,6464,"not active"
"PV-005091870354",-6.0423346,6466,"not active"
"PV-003244911466",-6.0423107,6467,"not active"
"PV-008116121946",-6.0422406,6468,"not active"
"PV-006374438184",-6.0421348,6469,"not active"
"PV-007873461586",-6.0420594,6470,"not active"
"PV-009466899792",-6.0420475,6471,"not active"
"PV-009470720286",-6.0419493,6472,"not active"
"PV-004506730496",-6.0419025,6473,"not active"
"PV-008713767247",-6.0418997,6474,"not active"
"PV-004276276400",-6.0418186,6475,"not active"
"PV-003734717826",-6.041791,6476,"not active"
"PV-005914698574",-6.0417051,6478,"not active"
"PV-004164080935",-6.0416198,6480,"not active"
"PV-006891479672",-6.0415769,6481,"not active"
"PV-006844091501",-6.0415292,6482,"not active"
"PV-009613071430",-6.0414948,6483,"not active"
"PV-009328125379",-6.0414419,6484,"not active"
"PV-003160979894",-6.0413876,6485,"not active"
"PV-007146913285",-6.0412569,6487,"not active"
"PV-008807804543",-6.0412469,6488,"not active"
"PV-008509937767",-6.0410743,6490,"not active"
"PV-009628693990",-6.0409493,6492,"not active"
"PV-004062088538",-6.0409026,6493,"not active"
"PV-007561635883",-6.0408797,6494,"not active"
"PV-009388883473",-6.0408311,6495,"not active"
"PV-004720104980",-6.0407891,6496,"not active"
"PV-009910598855",-6.0406852,6497,"not active"
"PV-009212192144",-6.0406833,6498,"not active"
"PV-003839705633",-6.0406818,6499,"not active"
"PV-009426919532",-6.0405951,6500,"not active"
"PV-007369620505",-6.0404997,6502,"not active"
"PV-009931438254",-6.0403762,6504,"not active"
"PV-007962383723",-6.0403543,6505,"not active"
"PV-006469931357",-6.0401654,6506,"not active"
"PV-005057456463",-6.0401325,6507,"not active"
"PV-001628302368",-6.0400987,6508,"not active"
"PV-009560891906",-6.0400825,6509,"not active"
"PV-008029711665",-6.0400386,6510,"not active"
"PV-006371099760",-6.0399694,6511,"not active"
"PV-008386428306",-6.0399318,6513,"not active"
"PV-005546462431",-6.039629,6515,"not active"
"PV-005363012226",-6.0395856,6516,"not active"
"PV-007205230978",-6.0394397,6518,"not active"
"PV-001126667974",-6.0394387,6519,"not active"
"PV-008233829365",-6.0392714,6520,"not active"
"PV-005615785083",-6.0392351,6521,"not active"
"PV-008314239598",-6.0391459,6522,"not active"
"PV-007340100987",-6.0390363,6523,"not active"
"PV-006334112003",-6.0390072,6524,"not active"
"PV-009750580833",-6.0389256,6525,"not active"
"PV-004562840063",-6.0389204,6526,"not active"
"PV-004398836922",-6.0388098,6527,"not active"
"PV-005343376976",-6.0387568,6528,"not active"
"PV-004815483996",-6.0387073,6530,"not active"
"PV-009582564975",-6.0386896,6531,"not active"
"PV-009629106247",-6.0386591,6532,"not active"
"PV-004965092397",-6.038527,6533,"not active"
"PV-009196851865",-6.0384321,6534,"not active"
"PV-009935404385",-6.0383101,6536,"not active"
"PV-009911256768",-6.0382719,6538,"not active"
"PV-008976641778",-6.0382042,6539,"not active"
"PV-007723426491",-6.0381403,6540,"not active"
"PV-009410931951",-6.0381303,6541,"not active"
"PV-009180389889",-6.0381064,6542,"not active"
"PV-009971145276",-6.0380678,6543,"not active"
"PV-009566029084",-6.0380054,6544,"not active"
"PV-008587402248",-6.0379486,6545,"not active"
"PV-009205196482",-6.0379171,6548,"not active"
"PV-001710521457",-6.037756,6550,"not active"
"PV-006309359668",-6.037735,6551,"not active"
"PV-004503680472",-6.0375814,6552,"not active"
"PV-004623243011",-6.0375576,6553,"not active"
"PV-009149162310",-6.0374722,6554,"not active"
"PV-009158844220",-6.0374622,6555,"not active"
"PV-009317282529",-6.0373011,6557,"not active"
"PV-005347647500",-6.0372972,6558,"not active"
"PV-010083399068",-6.0372376,6559,"not active"
"PV-008227719629",-6.0371528,6560,"not active"
"PV-007822017132",-6.0371504,6561,"not active"
"PV-009677071321",-6.0371037,6562,"not active"
"PV-009876388709",-6.0371008,6563,"not active"
"PV-006704646003",-6.0370398,6564,"not active"
"PV-003922258284",-6.0370235,6565,"not active"
"PV-006877209784",-6.0369363,6566,"not active"
"PV-004701908774",-6.0368357,6567,"not active"
"PV-009673130511",-6.0368319,6568,"not active"
"PV-001411942312",-6.0368276,6569,"not active"
"PV-007614583963",-6.0367064,6571,"not active"
"PV-004743865522",-6.0366883,6572,"not active"
"PV-009976254416",-6.03652,6573,"not active"
"PV-009866920424",-6.0364757,6574,"not active"
"PV-005515317130",-6.0363302,6575,"not active"
"PV-009219157210",-6.0362267,6576,"not active"
"PV-005216809784",-6.0361032,6577,"not active"
"PV-008317588988",-6.0360808,6578,"not active"
"PV-005214534381",-6.0360208,6579,"not active"
"PV-009167180340",-6.0358925,6580,"not active"
"PV-004293083782",-6.0356879,6583,"not active"
"PV-008163647121",-6.0356855,6584,"not active"
"PV-000528072651",-6.0355248,6588,"not active"
"PV-005681299842",-6.0354061,6589,"not active"
"PV-009686590310",-6.0353351,6590,"not active"
"PV-006255840016",-6.0353189,6591,"not active"
"PV-006027273872",-6.0352383,6592,"not active"
"PV-008648274883",-6.0351377,6593,"not active"
"PV-008388771182",-6.0349789,6595,"not active"
"PV-008382694459",-6.0348635,6596,"not active"
"PV-009836190707",-6.0347047,6597,"not active"
"PV-010071983667",-6.0346622,6598,"not active"
"PV-009032261001",-6.0345945,6599,"not active"
"PV-009471529492",-6.0345912,6600,"not active"
"PV-006832734178",-6.0343747,6601,"not active"
"PV-003437536101",-6.0342994,6602,"not active"
"PV-005178480740",-6.0341592,6603,"not active"
"PV-008669382761",-6.0341024,6604,"not active"
"PV-008940540198",-6.0340204,6605,"not active"
"PV-004857776736",-6.0338292,6607,"not active"
"PV-003440807591",-6.0336189,6608,"not active"
"PV-003008999760",-6.033546,6609,"not active"
"PV-002828129005",-6.0335088,6610,"not active"
"PV-007747844663",-6.0335016,6611,"not active"
"PV-009024809402",-6.0330887,6612,"not active"
"PV-005853766562",-6.0330515,6613,"not active"
"PV-008648497245",-6.0328941,6614,"not active"
"PV-003186096762",-6.0328927,6615,"not active"
"PV-009349173673",-6.0327849,6617,"not active"
"PV-004653910113",-6.0325933,6620,"not active"
"PV-008226013785",-6.0325799,6621,"not active"
"PV-006629471908",-6.032547,6622,"not active"
"PV-007549439343",-6.0323901,6623,"not active"
"PV-009576664149",-6.0323777,6624,"not active"
"PV-008693836689",-6.0323749,6625,"not active"
"PV-006970151974",-6.032197,6626,"not active"
"PV-003191756279",-6.0321479,6627,"not active"
"PV-008322007000",-6.0321155,6628,"not active"
"PV-003378164808",-6.032032,6629,"not active"
"PV-008039421880",-6.0319281,6630,"not active"
"PV-009349286813",-6.0318594,6631,"not active"
"PV-004940271991",-6.0318222,6632,"not active"
"PV-009903082024",-6.0317879,6633,"not active"
"PV-010027935389",-6.0317302,6634,"not active"
"PV-010037564103",-6.031672,6635,"not active"
"PV-004193076048",-6.0315275,6636,"not active"
"PV-008718739328",-6.0312791,6638,"not active"
"PV-008438921816",-6.0312405,6639,"not active"
"PV-006996609990",-6.0312386,6640,"not active"
"PV-004188433407",-6.0311975,6641,"not active"
"PV-008920816942",-6.031137,6642,"not active"
"PV-007374013893",-6.0310755,6643,"not active"
"PV-004556369457",-6.030899,6644,"not active"
"PV-005528481172",-6.0308638,6646,"not active"
"PV-003156400857",-6.0307727,6647,"not active"
"PV-005984603063",-6.0307727,6648,"not active"
"PV-006762076864",-6.0307584,6649,"not active"
"PV-009270139502",-6.0306869,6650,"not active"
"PV-006424139841",-6.0306773,6651,"not active"
"PV-005034772767",-6.0306554,6652,"not active"
"PV-004080010504",-6.0306373,6653,"not active"
"PV-001724435544",-6.0305657,6655,"not active"
"PV-007044898756",-6.0305471,6656,"not active"
"PV-007538675051",-6.0304837,6657,"not active"
"PV-009074009815",-6.0304294,6658,"not active"
"PV-007554749186",-6.0303597,6659,"not active"
"PV-005309613920",-6.0300069,6661,"not active"
"PV-009432398936",-6.0298767,6662,"not active"
"PV-003950382514",-6.0296831,6663,"not active"
"PV-008849920371",-6.029489,6665,"not active"
"PV-006257904390",-6.0294151,6666,"not active"
"PV-006593234452",-6.0293341,6667,"not active"
"PV-004313603379",-6.0293336,6668,"not active"
"PV-007202642495",-6.0292521,6669,"not active"
"PV-006270775606",-6.0291276,6670,"not active"
"PV-009782507198",-6.0290213,6671,"not active"
"PV-007543057560",-6.0288377,6672,"not active"
"PV-005025690986",-6.0288334,6673,"not active"
"PV-005253526763",-6.0287232,6674,"not active"
"PV-005316457898",-6.0287147,6675,"not active"
"PV-009442262505",-6.0287137,6676,"not active"
"PV-010041440897",-6.0286918,6677,"not active"
"PV-006707811222",-6.0285249,6678,"not active"
"PV-009736109126",-6.0285249,6679,"not active"
"PV-002768945005",-6.028471,6680,"not active"
"PV-008218443573",-6.0284338,6682,"not active"
"PV-005244483819",-6.0281429,6684,"not active"
"PV-003948458667",-6.0281415,6686,"not active"
"PV-008704058041",-6.028059,6687,"not active"
"PV-009972135100",-6.0280337,6688,"not active"
"PV-005728258267",-6.027977,6690,"not active"
"PV-010100605717",-6.0279431,6691,"not active"
"PV-005653268459",-6.0279245,6692,"not active"
"PV-007604477889",-6.027916,6693,"not active"
"PV-000579117635",-6.0279045,6694,"not active"
"PV-007999294527",-6.0278111,6695,"not active"
"PV-002107160290",-6.0277686,6696,"not active"
"PV-009577590786",-6.0277615,6697,"not active"
"PV-005034102398",-6.0276675,6698,"not active"
"PV-000489411677",-6.0275736,6699,"not active"
"PV-005356543283",-6.0275497,6700,"not active"
"PV-009596889412",-6.0275431,6701,"not active"
"PV-005869265494",-6.0274482,6702,"not active"
"PV-009882337049",-6.0273957,6703,"not active"
"PV-001142022631",-6.0273948,6704,"not active"
"PV-008405473987",-6.0273657,6706,"not active"
"PV-001768075685",-6.0272908,6707,"not active"
"PV-005709031523",-6.0271239,6708,"not active"
"PV-006035872124",-6.027113,6710,"not active"
"PV-002929356467",-6.0269051,6712,"not active"
"PV-005186090008",-6.0267982,6713,"not active"
"PV-003387555117",-6.0266452,6715,"not active"
"PV-004166555483",-6.0266442,6716,"not active"
"PV-004582569566",-6.0265827,6717,"not active"
"PV-009521869323",-6.0263343,6721,"not active"
"PV-006636557980",-6.0262251,6722,"not active"
"PV-001050346786",-6.026032,6723,"not active"
"PV-007513538513",-6.025979,6724,"not active"
"PV-005601009727",-6.0259662,6725,"not active"
"PV-008232678744",-6.0259514,6726,"not active"
"PV-005089581776",-6.025919,6727,"not active"
"PV-007096138557",-6.0259085,6728,"not active"
"PV-009450033933",-6.0257025,6729,"not active"
"PV-007978553911",-6.0255756,6731,"not active"
"PV-008290665546",-6.0255718,6732,"not active"
"PV-003019699504",-6.0253997,6733,"not active"
"PV-005109038424",-6.0253491,6734,"not active"
"PV-005671452205",-6.0251684,6735,"not active"
"PV-005249845146",-6.0251579,6736,"not active"
"PV-004115823138",-6.0250936,6737,"not active"
"PV-004241489445",-6.0250583,6738,"not active"
"PV-005196197888",-6.0249209,6740,"not active"
"PV-009981218987",-6.0248513,6741,"not active"
"PV-009879600448",-6.0247912,6742,"not active"
"PV-004808726119",-6.0246663,6743,"not active"
"PV-005453378693",-6.0246649,6744,"not active"
"PV-006219597329",-6.0246153,6745,"not active"
"PV-003193131523",-6.0245914,6746,"not active"
"PV-006375915812",-6.0245867,6747,"not active"
"PV-004610700077",-6.0245385,6748,"not active"
"PV-007472698721",-6.0244656,6749,"not active"
"PV-009862078885",-6.0244474,6750,"not active"
"PV-005655080952",-6.0244169,6751,"not active"
"PV-009245502740",-6.0243921,6752,"not active"
"PV-003633857099",-6.0243917,6753,"not active"
"PV-007577652667",-6.0243068,6754,"not active"
"PV-010033051657",-6.0242567,6755,"not active"
"PV-006793270742",-6.0241838,6756,"not active"
"PV-003764870009",-6.0241771,6757,"not active"
"PV-006261075222",-6.0241194,6758,"not active"
"PV-007772254800",-6.0239902,6759,"not active"
"PV-009046396202",-6.0239882,6760,"not active"
"PV-004831618759",-6.0238209,6761,"not active"
"PV-009740794254",-6.0236893,6762,"not active"
"PV-006926559391",-6.0235705,6763,"not active"
"PV-007671014776",-6.0235486,6765,"not active"
"PV-004512776973",-6.0234513,6766,"not active"
"PV-008122504353",-6.0233316,6767,"not active"
"PV-003924436819",-6.023241,6768,"not active"
"PV-009021368985",-6.0231366,6769,"not active"
"PV-009290303408",-6.0229769,6771,"not active"
"PV-009473047052",-6.0228548,6773,"not active"
"PV-008392025144",-6.0227489,6775,"not active"
"PV-003257644359",-6.0226741,6776,"not active"
"PV-009728876510",-6.0226159,6778,"not active"
"PV-002320606551",-6.0224404,6779,"not active"
"PV-007903161326",-6.0224042,6780,"not active"
"PV-002788838208",-6.0220947,6782,"not active"
"PV-006541734245",-6.0219779,6783,"not active"
"PV-006053644838",-6.0218172,6784,"not active"
"PV-009567035221",-6.0217047,6785,"not active"
"PV-005552494449",-6.0216146,6788,"not active"
"PV-005078799469",-6.0215549,6789,"not active"
"PV-007823499765",-6.0213981,6791,"not active"
"PV-001757252581",-6.0213943,6793,"not active"
"PV-005369432509",-6.0213866,6794,"not active"
"PV-009026184115",-6.0212922,6795,"not active"
"PV-008127702716",-6.0211692,6797,"not active"
"PV-004804703001",-6.0211525,6798,"not active"
"PV-009784692277",-6.0211473,6799,"not active"
"PV-004329778752",-6.0210786,6800,"not active"
"PV-005891796259",-6.0210633,6801,"not active"
"PV-003668659102",-6.0210123,6802,"not active"
"PV-003018269074",-6.0208898,6804,"not active"
"PV-009059664212",-6.0206819,6805,"not active"
"PV-000390750437",-6.0205436,6806,"not active"
"PV-009392320942",-6.0205355,6807,"not active"
"PV-004090578613",-6.020411,6808,"not active"
"PV-004213011605",-6.0203977,6809,"not active"
"PV-007861260402",-6.0202785,6812,"not active"
"PV-007727234574",-6.0202637,6815,"not active"
"PV-004829248393",-6.0202575,6816,"not active"
"PV-004772499121",-6.0202355,6817,"not active"
"PV-005555653641",-6.0200577,6818,"not active"
"PV-009085147955",-6.019803,6819,"not active"
"PV-004606370745",-6.0197668,6820,"not active"
"PV-006385159935",-6.0196872,6822,"not active"
"PV-003190357741",-6.0196214,6824,"not active"
"PV-007214322398",-6.0195503,6825,"not active"
"PV-005027978539",-6.0195417,6826,"not active"
"PV-009955626342",-6.0194597,6828,"not active"
"PV-009077294900",-6.0194488,6829,"not active"
"PV-005047245034",-6.019412,6830,"not active"
"PV-005802777406",-6.0193973,6831,"not active"
"PV-010093355771",-6.0191526,6833,"not active"
"PV-000584849755",-6.0191426,6834,"not active"
"PV-006031415250",-6.0190969,6835,"not active"
"PV-009051835622",-6.0189924,6837,"not active"
"PV-005795164454",-6.0188475,6838,"not active"
"PV-006137923170",-6.0187192,6839,"not active"
"PV-005018858004",-6.0186968,6840,"not active"
"PV-004357851490",-6.01859,6841,"not active"
"PV-004178784779",-6.0185351,6842,"not active"
"PV-007933445140",-6.0184784,6843,"not active"
"PV-009114588467",-6.018465,6844,"not active"
"PV-008009683434",-6.0183139,6845,"not active"
"PV-003652445068",-6.0181298,6846,"not active"
"PV-007618297238",-6.0180807,6847,"not active"
"PV-004628061571",-6.0179133,6848,"not active"
"PV-005762977545",-6.0179048,6849,"not active"
"PV-002896062730",-6.0178838,6850,"not active"
"PV-005026606109",-6.0178709,6851,"not active"
"PV-009521821941",-6.0178576,6852,"not active"
"PV-004952789905",-6.0177007,6855,"not active"
"PV-009129668977",-6.0176034,6857,"not active"
"PV-010072644817",-6.0175738,6858,"not active"
"PV-000276561322",-6.0175729,6859,"not active"
"PV-005573014600",-6.0174398,6861,"not active"
"PV-003479398955",-6.0173063,6862,"not active"
"PV-009585116092",-6.0172849,6863,"not active"
"PV-010085347608",-6.0172238,6864,"not active"
"PV-005813124502",-6.0171986,6865,"not active"
"PV-009314164423",-6.0169635,6867,"not active"
"PV-005755885096",-6.0168185,6868,"not active"
"PV-004572961975",-6.0168042,6869,"not active"
"PV-009856222635",-6.0167294,6871,"not active"
"PV-007268894753",-6.0166888,6872,"not active"
"PV-005561513563",-6.0165329,6873,"not active"
"PV-005856612378",-6.0164299,6874,"not active"
"PV-006166913829",-6.0164022,6875,"not active"
"PV-006033736617",-6.0163565,6876,"not active"
"PV-007956756521",-6.0163488,6877,"not active"
"PV-009935029313",-6.0163441,6878,"not active"
"PV-008604581808",-6.0161681,6879,"not active"
"PV-008621597516",-6.0157833,6881,"not active"
"PV-009358811141",-6.0157785,6882,"not active"
"PV-004990171860",-6.0157723,6883,"not active"
"PV-009706660382",-6.0156822,6884,"not active"
"PV-004111598261",-6.0155983,6885,"not active"
"PV-006657019183",-6.0155745,6886,"not active"
"PV-005653378449",-6.0151663,6887,"not active"
"PV-000578551005",-6.015142,6888,"not active"
"PV-008965854378",-6.0150847,6889,"not active"
"PV-004828321078",-6.0150032,6892,"not active"
"PV-009450169986",-6.0149555,6893,"not active"
"PV-008517103688",-6.014955,6894,"not active"
"PV-002869119136",-6.0148435,6896,"not active"
"PV-009245711566",-6.0148067,6897,"not active"
"PV-006709239684",-6.0147648,6898,"not active"
"PV-004296210034",-6.0147271,6899,"not active"
"PV-009601221488",-6.0147185,6901,"not active"
"PV-004580739004",-6.0146718,6902,"not active"
"PV-009775954949",-6.0146379,6903,"not active"
"PV-007924280376",-6.0144529,6905,"not active"
"PV-005422522223",-6.0140624,6908,"not active"
"PV-003391212358",-6.0138655,6911,"not active"
"PV-006634136635",-6.0138569,6912,"not active"
"PV-003384641385",-6.0138388,6913,"not active"
"PV-009386147589",-6.0137134,6915,"not active"
"PV-003728789438",-6.0136843,6916,"not active"
"PV-004525508969",-6.0136738,6917,"not active"
"PV-000233397850",-6.0135179,6919,"not active"
"PV-006997753911",-6.013145,6920,"not active"
"PV-005265590748",-6.0130906,6921,"not active"
"PV-007124733423",-6.0130053,6922,"not active"
"PV-008080348101",-6.0129623,6923,"not active"
"PV-009808040064",-6.0129623,6924,"not active"
"PV-003601874018",-6.0128064,6926,"not active"
"PV-009618714139",-6.0127759,6927,"not active"
"PV-009255405370",-6.0127363,6928,"not active"
"PV-007017755818",-6.0124159,6930,"not active"
"PV-009523580588",-6.0123334,6931,"not active"
"PV-003966378346",-6.0122905,6932,"not active"
"PV-009221261748",-6.0122428,6933,"not active"
"PV-004227803621",-6.0122032,6934,"not active"
"PV-004688862472",-6.0120792,6935,"not active"
"PV-005604246069",-6.0120363,6936,"not active"
"PV-009658814523",-6.0118518,6937,"not active"
"PV-007854766493",-6.0118032,6938,"not active"
"PV-005611216859",-6.0117221,6939,"not active"
"PV-000458298461",-6.0117126,6940,"not active"
"PV-008574804902",-6.0116601,6941,"not active"
"PV-003213007044",-6.0116115,6942,"not active"
"PV-002726349976",-6.0116067,6943,"not active"
"PV-008505464433",-6.0115938,6944,"not active"
"PV-005123642601",-6.0115323,6945,"not active"
"PV-004471760850",-6.0113754,6947,"not active"
"PV-008768232844",-6.0113401,6948,"not active"
"PV-002470425717",-6.0112276,6949,"not active"
"PV-003711285825",-6.011199,6950,"not active"
"PV-009519986077",-6.0110874,6951,"not active"
"PV-008997498062",-6.0110273,6952,"not active"
"PV-001250875562",-6.0110273,6953,"not active"
"PV-009435030250",-6.0110207,6954,"not active"
"PV-009283320032",-6.0109749,6955,"not active"
"PV-009894543914",-6.0109072,6957,"not active"
"PV-008299101505",-6.0107408,6960,"not active"
"PV-005130446747",-6.0107269,6961,"not active"
"PV-009973398536",-6.0106878,6962,"not active"
"PV-005594192453",-6.0103946,6965,"not active"
"PV-008212290295",-6.0103812,6966,"not active"
"PV-006975759313",-6.0103197,6967,"not active"
"PV-009305570990",-6.0102339,6968,"not active"
"PV-009668964221",-6.0101728,6969,"not active"
"PV-006258622935",-6.0101342,6970,"not active"
"PV-003789067900",-6.010097,6971,"not active"
"PV-009904380738",-6.0100632,6972,"not active"
"PV-008276046804",-6.0099182,6973,"not active"
"PV-007759978869",-6.009748,6974,"not active"
"PV-005290957827",-6.0097156,6976,"not active"
"PV-009859107838",-6.0096455,6977,"not active"
"PV-009660541303",-6.0096221,6978,"not active"
"PV-008959492192",-6.0095735,6979,"not active"
"PV-004984373124",-6.0094547,6980,"not active"
"PV-009792284183",-6.0094271,6981,"not active"
"PV-003348248398",-6.0094261,6982,"not active"
"PV-008109742093",-6.0092082,6984,"not active"
"PV-009734871356",-6.0091758,6985,"not active"
"PV-006208177811",-6.0091405,6987,"not active"
"PV-006624022407",-6.009119,6988,"not active"
"PV-009151923966",-6.0089998,6990,"not active"
"PV-009569253415",-6.0088849,6991,"not active"
"PV-005624742061",-6.0087581,6992,"not active"
"PV-006429427499",-6.0087576,6993,"not active"
"PV-004425837818",-6.0087552,6994,"not active"
"PV-010046994760",-6.0087199,6995,"not active"
"PV-005839771459",-6.008678,6996,"not active"
"PV-009948554283",-6.0086517,6997,"not active"
"PV-009294594299",-6.0084805,6999,"not active"
"PV-006496563998",-6.0084057,7001,"not active"
"PV-004355439683",-6.0083308,7002,"not active"
"PV-006918551235",-6.0082483,7003,"not active"
"PV-002904704677",-6.0082459,7004,"not active"
"PV-007143416593",-6.0080709,7005,"not active"
"PV-009050810281",-6.0078902,7006,"not active"
"PV-004409927467",-6.0078168,7008,"not active"
"PV-009791244634",-6.0077391,7009,"not active"
"PV-008263597873",-6.0076432,7010,"not active"
"PV-008683519335",-6.0075893,7011,"not active"
"PV-008079315936",-6.0074563,7012,"not active"
"PV-003013493139",-6.007298,7014,"not active"
"PV-007928514825",-6.0072784,7015,"not active"
"PV-008940865274",-6.007257,7016,"not active"
"PV-007773586071",-6.0072432,7017,"not active"
"PV-004062023685",-6.0072298,7018,"not active"
"PV-004524159245",-6.0070491,7019,"not active"
"PV-008702122553",-6.0069914,7020,"not active"
"PV-005772797470",-6.0069084,7021,"not active"
"PV-008731055610",-6.0068126,7023,"not active"
"PV-002903025501",-6.0067978,7024,"not active"
"PV-008789099970",-6.0066481,7026,"not active"
"PV-005364859140",-6.0066195,7027,"not active"
"PV-008459207653",-6.0065393,7028,"not active"
"PV-009032437581",-6.0065379,7029,"not active"
"PV-009494099196",-6.0065289,7030,"not active"
"PV-008183064601",-6.0063882,7031,"not active"
"PV-004185705151",-6.006319,7032,"not active"
"PV-003678521877",-6.0062356,7034,"not active"
"PV-009196432790",-6.0062218,7035,"not active"
"PV-004625946428",-6.005928,7036,"not active"
"PV-005416688521",-6.0059209,7037,"not active"
"PV-004128911122",-6.0058537,7038,"not active"
"PV-004190695011",-6.005815,7039,"not active"
"PV-004392086796",-6.0057883,7040,"not active"
"PV-006927809169",-6.0056696,7041,"not active"
"PV-009287616623",-6.0055866,7042,"not active"
